match_id,date,season,venue,team,opponent,winner,team_win,expanding_win_pct,ewm_win_pct,win_streak,team_margin,ewm_margin_strength,ewm_margin_volatility,opponent_expanding_win_pct,diff_expanding_win_pct,opponent_ewm_win_pct,diff_ewm_win_pct,opponent_win_streak,diff_win_streak,opponent_ewm_margin_strength,diff_ewm_margin_strength,opponent_ewm_margin_volatility,diff_ewm_margin_volatility,season_exp_win_pct,season_roll5_win_pct,opponent_season_exp_win_pct,diff_season_exp_win_pct,opponent_season_roll5_win_pct,diff_season_roll5_win_pct
2012_50th,2012-05-06,2012,"M Chinnaswamy Stadium (Bengaluru, Bangalore)",Deccan Chargers,Royal Challengers Bengaluru,Royal Challengers Bangalore,0,0.391304347826087,0.34125185183550155,2.0,0,0.0,0.0,0.0,0.391304347826087,0.0,0.34125185183550155,0.0,2.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.4,0.0,0.2222222222222222,0.0,0.4
2012_51st,2012-05-07,2012,Arun Jaitley Stadium (Delhi),Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,0,0.0,0.0,0.0,0,0.0,0.0,0.484375,-0.484375,0.900754944580924,-0.900754944580924,5.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,-0.7,1.0,-1.0
2012_51st,2012-05-07,2012,Arun Jaitley Stadium (Delhi),Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,1,0.484375,0.900754944580924,5.0,0,0.0,0.0,0.0,0.484375,0.0,0.900754944580924,0.0,5.0,0.0,0.0,0.0,0.0,0.7,1.0,0.0,0.7,0.0,1.0
2012_53rd,2012-05-08,2012,Rajiv Gandhi International Stadium (Hyderabad),Deccan Chargers,Punjab Kings,Kings XI Punjab,0,0.38571428571428573,0.23887629628485108,2.0,0,0.0,0.0,0.0,0.38571428571428573,0.0,0.23887629628485108,0.0,2.0,0.0,0.0,0.0,0.0,0.2,0.4,0.0,0.2,0.0,0.4
2012_53rd,2012-05-08,2012,Rajiv Gandhi International Stadium (Hyderabad),Punjab Kings,Deccan Chargers,Kings XI Punjab,0,0.0,0.0,0.0,0,0.0,0.0,0.38571428571428573,-0.38571428571428573,0.23887629628485108,-0.23887629628485108,2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,-0.2,0.4,-0.4
2012_52nd,2012-05-08,2012,Maharashtra Cricket Association Stadium (Pune),Pune Warriors,Rajasthan Royals,Rajasthan Royals,0,0.32,0.08585426584393066,0.0,0,0.0,0.0,0.5303030303030303,-0.21030303030303027,0.4146566921155789,-0.32880242627164824,1.0,-1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.45454545454545453,-0.12121212121212122,0.2,-0.2
2012_52nd,2012-05-08,2012,Maharashtra Cricket Association Stadium (Pune),Rajasthan Royals,Pune Warriors,Rajasthan Royals,1,0.5303030303030303,0.4146566921155789,1.0,0,0.0,0.0,0.32,0.21030303030303027,0.08585426584393066,0.32880242627164824,0.0,1.0,0.0,0.0,0.0,0.0,0.45454545454545453,0.2,0.3333333333333333,0.12121212121212122,0.0,0.2
2012_54th,2012-05-09,2012,Wankhede Stadium (Mumbai),Royal Challengers Bengaluru,Mumbai Indians,Royal Challengers Bangalore,0,0.0,0.0,0.0,0,0.0,0.0,0.5714285714285714,-0.5714285714285714,0.7885597811143734,-0.7885597811143734,4.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6363636363636364,-0.6363636363636364,0.8,-0.8
2012_54th,2012-05-09,2012,Wankhede Stadium (Mumbai),Mumbai Indians,Royal Challengers Bengaluru,Royal Challengers Bangalore,0,0.5714285714285714,0.7885597811143734,4.0,0,0.0,0.0,0.0,0.5714285714285714,0.0,0.7885597811143734,0.0,4.0,0.0,0.0,0.0,0.0,0.6363636363636364,0.8,0.0,0.6363636363636364,0.0,0.8
2012_55th,2012-05-10,2012,Rajiv Gandhi International Stadium (Hyderabad),Deccan Chargers,Delhi Capitals,Delhi Daredevils,0,0.38028169014084506,0.16721340739939575,1.0,0,0.0,0.0,0.0,0.38028169014084506,0.0,0.16721340739939575,0.0,1.0,0.0,0.0,0.0,0.0,0.18181818181818182,0.2,0.0,0.18181818181818182,0.0,0.2
2012_55th,2012-05-10,2012,Rajiv Gandhi International Stadium (Hyderabad),Delhi Capitals,Deccan Chargers,Delhi Daredevils,0,0.0,0.0,0.0,0,0.0,0.0,0.38028169014084506,-0.38028169014084506,0.16721340739939575,-0.16721340739939575,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,-0.18181818181818182,0.2,-0.2
2012_56th,2012-05-10,2012,Sawai Mansingh Stadium (Jaipur),Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,1,0.5833333333333334,0.38518032530813023,2.0,0,0.0,0.0,0.5373134328358209,0.04601990049751248,0.5902596844809052,-0.20507935917277492,2.0,0.0,0.0,0.0,0.0,0.0,0.45454545454545453,0.4,0.5,-0.04545454545454547,0.4,0.0
2012_56th,2012-05-10,2012,Sawai Mansingh Stadium (Jaipur),Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,0,0.5373134328358209,0.5902596844809052,2.0,0,0.0,0.0,0.5833333333333334,-0.04601990049751248,0.38518032530813023,0.20507935917277492,2.0,0.0,0.0,0.0,0.0,0.0,0.5,0.4,0.45454545454545453,0.04545454545454547,0.4,0.0
2012_57th,2012-05-11,2012,Maharashtra Cricket Association Stadium (Pune),Pune Warriors,Royal Challengers Bengaluru,Royal Challengers Bangalore,0,0.3076923076923077,0.06009798609075146,0.0,0,0.0,0.0,0.0,0.3076923076923077,0.0,0.06009798609075146,0.0,0.0,0.0,0.0,0.0,0.0,0.3076923076923077,0.0,0.0,0.3076923076923077,0.0,0.0
2012_57th,2012-05-11,2012,Maharashtra Cricket Association Stadium (Pune),Royal Challengers Bengaluru,Pune Warriors,Royal Challengers Bangalore,0,0.0,0.0,0.0,0,0.0,0.0,0.3076923076923077,-0.3076923076923077,0.06009798609075146,-0.06009798609075146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3076923076923077,-0.3076923076923077,0.0,0.0
2012_59th,2012-05-12,2012,MA Chidambaram Stadium (Chennai),Chennai Super Kings,Delhi Capitals,Chennai Super Kings,1,0.589041095890411,0.5696262277156912,2.0,0,0.0,0.0,0.0,0.589041095890411,0.0,0.5696262277156912,0.0,2.0,0.0,0.0,0.0,0.0,0.5,0.4,0.0,0.5,0.0,0.4
2012_59th,2012-05-12,2012,MA Chidambaram Stadium (Chennai),Delhi Capitals,Chennai Super Kings,Chennai Super Kings,0,0.0,0.0,0.0,0,0.0,0.0,0.589041095890411,-0.589041095890411,0.5696262277156912,-0.5696262277156912,2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-0.5,0.4,-0.4
2012_58th,2012-05-12,2012,Eden Gardens (Kolkata),Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,1,0.5633802816901409,0.5519918467800613,3.0,0,0.0,0.0,0.49230769230769234,0.07107258938244854,0.9305284612066468,-0.3785366144265855,5.0,-2.0,0.0,0.0,0.0,0.0,0.5833333333333334,0.6,0.7272727272727273,-0.14393939393939392,1.0,-0.4
2012_58th,2012-05-12,2012,Eden Gardens (Kolkata),Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,0,0.49230769230769234,0.9305284612066468,5.0,0,0.0,0.0,0.5633802816901409,-0.07107258938244854,0.5519918467800613,0.3785366144265855,3.0,2.0,0.0,0.0,0.0,0.0,0.7272727272727273,1.0,0.5833333333333334,0.14393939393939392,0.6,0.4
2012_61st,2012-05-13,2012,"Punjab Cricket Association IS Bindra Stadium (Mohali, Chandigarh)",Deccan Chargers,Punjab Kings,Kings XI Punjab,0,0.375,0.11704938517957701,1.0,0,0.0,0.0,0.0,0.375,0.0,0.11704938517957701,0.0,1.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.2,0.0,0.16666666666666666,0.0,0.2
2012_60th,2012-05-13,2012,Sawai Mansingh Stadium (Jaipur),Pune Warriors,Rajasthan Royals,Rajasthan Royals,0,0.2962962962962963,0.04206859026352602,0.0,0,0.0,0.0,0.5294117647058824,-0.23311546840958608,0.41318177913663356,-0.3711131888731075,2.0,-2.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.46153846153846156,-0.17582417582417587,0.4,-0.4
2012_60th,2012-05-13,2012,Sawai Mansingh Stadium (Jaipur),Rajasthan Royals,Pune Warriors,Rajasthan Royals,1,0.5294117647058824,0.41318177913663356,2.0,0,0.0,0.0,0.2962962962962963,0.23311546840958608,0.04206859026352602,0.3711131888731075,0.0,2.0,0.0,0.0,0.0,0.0,0.46153846153846156,0.4,0.2857142857142857,0.17582417582417587,0.0,0.4
2012_61st,2012-05-13,2012,"Punjab Cricket Association IS Bindra Stadium (Mohali, Chandigarh)",Punjab Kings,Deccan Chargers,Kings XI Punjab,0,0.0,0.0,0.0,0,0.0,0.0,0.375,-0.375,0.11704938517957701,-0.11704938517957701,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,-0.16666666666666666,0.2,-0.2
2012_63rd,2012-05-14,2012,Eden Gardens (Kolkata),Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,0,0.48484848484848486,0.6513699228446527,4.0,0,0.0,0.0,0.5945945945945946,-0.10974610974610977,0.6987383594009837,-0.04736843655633105,3.0,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.8,0.5384615384615384,0.1282051282051282,0.6,0.20000000000000007
2012_62nd,2012-05-14,2012,"M Chinnaswamy Stadium (Bengaluru, Bangalore)",Royal Challengers Bengaluru,Mumbai Indians,Mumbai Indians,0,0.0,0.0,0.0,0,0.0,0.0,0.5694444444444444,-0.5694444444444444,0.6863942927460429,-0.6863942927460429,4.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6153846153846154,-0.6153846153846154,0.8,-0.8
2012_62nd,2012-05-14,2012,"M Chinnaswamy Stadium (Bengaluru, Bangalore)",Mumbai Indians,Royal Challengers Bengaluru,Mumbai Indians,1,0.5694444444444444,0.6863942927460429,4.0,0,0.0,0.0,0.0,0.5694444444444444,0.0,0.6863942927460429,0.0,4.0,0.0,0.0,0.0,0.0,0.6153846153846154,0.8,0.0,0.6153846153846154,0.0,0.8
2012_63rd,2012-05-14,2012,Eden Gardens (Kolkata),Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,1,0.5945945945945946,0.6987383594009837,3.0,0,0.0,0.0,0.48484848484848486,0.10974610974610977,0.6513699228446527,0.04736843655633105,4.0,-1.0,0.0,0.0,0.0,0.0,0.5384615384615384,0.6,0.6666666666666666,-0.1282051282051282,0.8,-0.20000000000000007
2012_64th,2012-05-15,2012,Arun Jaitley Stadium (Delhi),Punjab Kings,Delhi Capitals,Delhi Daredevils,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012_64th,2012-05-15,2012,Arun Jaitley Stadium (Delhi),Delhi Capitals,Punjab Kings,Delhi Daredevils,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012_65th,2012-05-16,2012,Wankhede Stadium (Mumbai),Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,1,0.47761194029850745,0.45595894599125686,3.0,0,0.0,0.0,0.5753424657534246,-0.09773052545491717,0.78047600492223,-0.32451705893097316,4.0,-1.0,0.0,0.0,0.0,0.0,0.6153846153846154,0.6,0.6428571428571429,-0.027472527472527486,0.8,-0.20000000000000007
2012_65th,2012-05-16,2012,Wankhede Stadium (Mumbai),Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,0,0.5753424657534246,0.78047600492223,4.0,0,0.0,0.0,0.47761194029850745,0.09773052545491717,0.45595894599125686,0.32451705893097316,3.0,1.0,0.0,0.0,0.0,0.0,0.6428571428571429,0.8,0.6153846153846154,0.027472527472527486,0.6,0.20000000000000007
2012_67th,2012-05-17,2012,Arun Jaitley Stadium (Delhi),Delhi Capitals,Royal Challengers Bengaluru,Royal Challengers Bangalore,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012_66th,2012-05-17,2012,Himachal Pradesh Cricket Association Stadium (Dharamsala),Chennai Super Kings,Punjab Kings,Kings XI Punjab,0,0.6,0.7891168515806886,4.0,0,0.0,0.0,0.0,0.6,0.0,0.7891168515806886,0.0,4.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.8,0.0,0.5714285714285714,0.0,0.8
2012_67th,2012-05-17,2012,Arun Jaitley Stadium (Delhi),Royal Challengers Bengaluru,Delhi Capitals,Royal Challengers Bangalore,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012_66th,2012-05-17,2012,Himachal Pradesh Cricket Association Stadium (Dharamsala),Punjab Kings,Chennai Super Kings,Kings XI Punjab,0,0.0,0.0,0.0,0,0.0,0.0,0.6,-0.6,0.7891168515806886,-0.7891168515806886,4.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,-0.5714285714285714,0.8,-0.8
2012_68th,2012-05-18,2012,Rajiv Gandhi International Stadium (Hyderabad),Rajasthan Royals,Deccan Chargers,Deccan Chargers,0,0.5362318840579711,0.5892272453956434,3.0,0,0.0,0.0,0.3698630136986301,0.16636887035934095,0.0819345696257039,0.5072926757699395,0.0,3.0,0.0,0.0,0.0,0.0,0.5,0.6,0.15384615384615385,0.34615384615384615,0.0,0.6
2012_68th,2012-05-18,2012,Rajiv Gandhi International Stadium (Hyderabad),Deccan Chargers,Rajasthan Royals,Deccan Chargers,1,0.3698630136986301,0.0819345696257039,0.0,0,0.0,0.0,0.5362318840579711,-0.16636887035934095,0.5892272453956434,-0.5072926757699395,3.0,-3.0,0.0,0.0,0.0,0.0,0.15384615384615385,0.0,0.5,-0.34615384615384615,0.6,-0.6
2012_70th,2012-05-19,2012,Maharashtra Cricket Association Stadium (Pune),Pune Warriors,Kolkata Knight Riders,Kolkata Knight Riders,0,0.2857142857142857,0.029448013184468214,0.0,0,0.0,0.0,0.4852941176470588,-0.19957983193277312,0.6191712621938797,-0.5897232490094115,3.0,-3.0,0.0,0.0,0.0,0.0,0.26666666666666666,0.0,0.6428571428571429,-0.37619047619047624,0.6,-0.6
2012_70th,2012-05-19,2012,Maharashtra Cricket Association Stadium (Pune),Kolkata Knight Riders,Pune Warriors,Kolkata Knight Riders,1,0.4852941176470588,0.6191712621938797,3.0,0,0.0,0.0,0.2857142857142857,0.19957983193277312,0.029448013184468214,0.5897232490094115,0.0,3.0,0.0,0.0,0.0,0.0,0.6428571428571429,0.6,0.26666666666666666,0.37619047619047624,0.0,0.6
2012_69th,2012-05-19,2012,Himachal Pradesh Cricket Association Stadium (Dharamsala),Delhi Capitals,Punjab Kings,Delhi Daredevils,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012_69th,2012-05-19,2012,Himachal Pradesh Cricket Association Stadium (Dharamsala),Punjab Kings,Delhi Capitals,Delhi Daredevils,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012_72nd,2012-05-20,2012,Sawai Mansingh Stadium (Jaipur),Rajasthan Royals,Mumbai Indians,Mumbai Indians,0,0.5285714285714286,0.41245907177695035,3.0,0,0.0,0.0,0.5675675675675675,-0.03899613899613896,0.546333203445561,-0.13387413166861067,3.0,0.0,0.0,0.0,0.0,0.0,0.4666666666666667,0.6,0.6,-0.1333333333333333,0.6,0.0
2012_71st,2012-05-20,2012,Rajiv Gandhi International Stadium (Hyderabad),Deccan Chargers,Royal Challengers Bengaluru,Deccan Chargers,1,0.3783783783783784,0.35735419873799273,1.0,0,0.0,0.0,0.0,0.3783783783783784,0.0,0.35735419873799273,0.0,1.0,0.0,0.0,0.0,0.0,0.21428571428571427,0.2,0.0,0.21428571428571427,0.0,0.2
2012_71st,2012-05-20,2012,Rajiv Gandhi International Stadium (Hyderabad),Royal Challengers Bengaluru,Deccan Chargers,Deccan Chargers,0,0.0,0.0,0.0,0,0.0,0.0,0.3783783783783784,-0.3783783783783784,0.35735419873799273,-0.35735419873799273,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21428571428571427,-0.21428571428571427,0.2,-0.2
2012_72nd,2012-05-20,2012,Sawai Mansingh Stadium (Jaipur),Mumbai Indians,Rajasthan Royals,Mumbai Indians,1,0.5675675675675675,0.546333203445561,3.0,0,0.0,0.0,0.5285714285714286,0.03899613899613896,0.41245907177695035,0.13387413166861067,3.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.4666666666666667,0.1333333333333333,0.6,0.0
2012_1st Qual. Final,2012-05-22,2012,Maharashtra Cricket Association Stadium (Pune),Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,0,0.0,0.0,0.0,0,0.0,0.0,0.4927536231884058,-0.4927536231884058,0.7334198835357157,-0.7334198835357157,3.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,-0.6666666666666666,0.6,-0.6
2012_1st Qual. Final,2012-05-22,2012,Maharashtra Cricket Association Stadium (Pune),Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,1,0.4927536231884058,0.7334198835357157,3.0,0,0.0,0.0,0.0,0.4927536231884058,0.0,0.7334198835357157,0.0,3.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6,0.0,0.6666666666666666,0.0,0.6
2012_Elim. Final,2012-05-23,2012,"M Chinnaswamy Stadium (Bengaluru, Bangalore)",Chennai Super Kings,Mumbai Indians,Chennai Super Kings,1,0.5921052631578947,0.552381796106482,3.0,0,0.0,0.0,0.5733333333333334,0.01877192982456133,0.6824332424118926,-0.13005144630541066,3.0,0.0,0.0,0.0,0.0,0.0,0.5333333333333333,0.6,0.625,-0.09166666666666667,0.6,0.0
2012_Elim. Final,2012-05-23,2012,"M Chinnaswamy Stadium (Bengaluru, Bangalore)",Mumbai Indians,Chennai Super Kings,Chennai Super Kings,0,0.5733333333333334,0.6824332424118926,3.0,0,0.0,0.0,0.5921052631578947,-0.01877192982456133,0.552381796106482,0.13005144630541066,3.0,0.0,0.0,0.0,0.0,0.0,0.625,0.6,0.5333333333333333,0.09166666666666667,0.6,0.0
2012_2nd Qual. Final,2012-05-25,2012,MA Chidambaram Stadium (Chennai),Chennai Super Kings,Delhi Capitals,Chennai Super Kings,1,0.5974025974025974,0.6866672572745374,4.0,0,0.0,0.0,0.0,0.5974025974025974,0.0,0.6866672572745374,0.0,4.0,0.0,0.0,0.0,0.0,0.5625,0.8,0.0,0.5625,0.0,0.8
2012_2nd Qual. Final,2012-05-25,2012,MA Chidambaram Stadium (Chennai),Delhi Capitals,Chennai Super Kings,Chennai Super Kings,0,0.0,0.0,0.0,0,0.0,0.0,0.5974025974025974,-0.5974025974025974,0.6866672572745374,-0.6866672572745374,4.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5625,-0.5625,0.8,-0.8
2012_Final,2012-05-27,2012,MA Chidambaram Stadium (Chennai),Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,0,0.6025641025641025,0.7806670800921761,4.0,0,0.0,0.0,0.5,0.10256410256410253,0.813393918475001,-0.03272683838282486,3.0,1.0,0.0,0.0,0.0,0.0,0.5882352941176471,0.8,0.6875,-0.09926470588235292,0.6,0.20000000000000007
2012_Final,2012-05-27,2012,MA Chidambaram Stadium (Chennai),Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,1,0.5,0.813393918475001,3.0,0,0.0,0.0,0.6025641025641025,-0.10256410256410253,0.7806670800921761,0.03272683838282486,4.0,-1.0,0.0,0.0,0.0,0.0,0.6875,0.6,0.5882352941176471,0.09926470588235292,0.8,-0.20000000000000007
2013_1st,2013-04-03,2013,Eden Gardens (Kolkata),Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,0,0.0,0.0,0.0,0,0.0,0.0,0.5070422535211268,-0.5070422535211268,0.8693757429325006,-0.8693757429325006,4.0,-4.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.5,0.0
2013_1st,2013-04-03,2013,Eden Gardens (Kolkata),Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,1,0.5070422535211268,0.8693757429325006,4.0,0,0.0,0.0,0.0,0.5070422535211268,0.0,0.8693757429325006,0.0,4.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.5,0.0
2013_2nd,2013-04-04,2013,"M Chinnaswamy Stadium (Bengaluru, Bangalore)",Mumbai Indians,Royal Challengers Bengaluru,Royal Challengers Bangalore,0,0.5657894736842105,0.4777032696883248,3.0,0,0.0,0.0,0.0,0.5657894736842105,0.0,0.4777032696883248,0.0,3.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.5,0.0
2013_2nd,2013-04-04,2013,"M Chinnaswamy Stadium (Bengaluru, Bangalore)",Royal Challengers Bengaluru,Mumbai Indians,Royal Challengers Bangalore,0,0.0,0.0,0.0,0,0.0,0.0,0.5657894736842105,-0.5657894736842105,0.4777032696883248,-0.4777032696883248,3.0,-3.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.5,0.0
2013_3rd,2013-04-05,2013,Rajiv Gandhi International Stadium (Hyderabad),Sunrisers Hyderabad,Pune Warriors,Sunrisers Hyderabad,1,0.5,0.5,0.0,0,0.0,0.0,0.27586206896551724,0.22413793103448276,0.02061360922912775,0.47938639077087225,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.5,0.0
2013_3rd,2013-04-05,2013,Rajiv Gandhi International Stadium (Hyderabad),Pune Warriors,Sunrisers Hyderabad,Sunrisers Hyderabad,0,0.27586206896551724,0.02061360922912775,0.0,0,0.0,0.0,0.5,-0.22413793103448276,0.5,-0.47938639077087225,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.5,0.0
2013_4th,2013-04-06,2013,Arun Jaitley Stadium (Delhi),Rajasthan Royals,Delhi Capitals,Rajasthan Royals,1,0.5211267605633803,0.28872135024386525,2.0,0,0.0,0.0,0.0,0.5211267605633803,0.0,0.28872135024386525,0.0,2.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.5
2013_5th,2013-04-06,2013,MA Chidambaram Stadium (Chennai),Mumbai Indians,Chennai Super Kings,Mumbai Indians,1,0.5584415584415584,0.33439228878182736,2.0,0,0.0,0.0,0.5949367088607594,-0.03649515041920104,0.5464669560645232,-0.21207466728269586,3.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-0.5,0.5,-0.5
2013_5th,2013-04-06,2013,MA Chidambaram Stadium (Chennai),Chennai Super Kings,Mumbai Indians,Mumbai Indians,0,0.5949367088607594,0.5464669560645232,3.0,0,0.0,0.0,0.5584415584415584,0.03649515041920104,0.33439228878182736,0.21207466728269586,2.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.5
2013_4th,2013-04-06,2013,Arun Jaitley Stadium (Delhi),Delhi Capitals,Rajasthan Royals,Rajasthan Royals,0,0.0,0.0,0.0,0,0.0,0.0,0.5211267605633803,-0.5211267605633803,0.28872135024386525,-0.28872135024386525,2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-0.5,0.5,-0.5
2013_6th,2013-04-07,2013,Maharashtra Cricket Association Stadium (Pune),Pune Warriors,Punjab Kings,Kings XI Punjab,0,0.26666666666666666,0.014429526460389424,0.0,0,0.0,0.0,0.0,0.26666666666666666,0.0,0.014429526460389424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-0.5,0.5,-0.5
2013_6th,2013-04-07,2013,Maharashtra Cricket Association Stadium (Pune),Punjab Kings,Pune Warriors,Kings XI Punjab,0,0.0,0.0,0.0,0,0.0,0.0,0.26666666666666666,-0.26666666666666666,0.014429526460389424,-0.014429526460389424,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.5
2013_8th,2013-04-08,2013,Sawai Mansingh Stadium (Jaipur),Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,0,0.5138888888888888,0.9085630200527504,5.0,0,0.0,0.0,0.5277777777777778,-0.01388888888888895,0.5021049451707057,0.40645807488204466,2.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
2013_8th,2013-04-08,2013,Sawai Mansingh Stadium (Jaipur),Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,1,0.5277777777777778,0.5021049451707057,2.0,0,0.0,0.0,0.5138888888888888,0.01388888888888895,0.9085630200527504,-0.40645807488204466,5.0,-3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
2013_9th,2013-04-09,2013,"M Chinnaswamy Stadium (Bengaluru, Bangalore)",Sunrisers Hyderabad,Royal Challengers Bengaluru,Royal Challengers Bangalore,0,1.0,1.0,1.0,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
2013_10th,2013-04-09,2013,Wankhede Stadium (Mumbai),Delhi Capitals,Mumbai Indians,Mumbai Indians,0,0.0,0.0,0.0,0,0.0,0.0,0.5641025641025641,-0.5641025641025641,0.5340746021472791,-0.5340746021472791,2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-0.5,0.5,-0.5
2013_10th,2013-04-09,2013,Wankhede Stadium (Mumbai),Mumbai Indians,Delhi Capitals,Mumbai Indians,1,0.5641025641025641,0.5340746021472791,2.0,0,0.0,0.0,0.0,0.5641025641025641,0.0,0.5340746021472791,0.0,2.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.5
2013_9th,2013-04-09,2013,"M Chinnaswamy Stadium (Bengaluru, Bangalore)",Royal Challengers Bengaluru,Sunrisers Hyderabad,Royal Challengers Bangalore,0,0.0,0.0,0.0,0,0.0,0.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,-1.0
2013_11th,2013-04-10,2013,"Punjab Cricket Association IS Bindra Stadium (Mohali, Chandigarh)",Chennai Super Kings,Punjab Kings,Chennai Super Kings,1,0.5875,0.3825268692451662,2.0,0,0.0,0.0,0.0,0.5875,0.0,0.3825268692451662,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013_11th,2013-04-10,2013,"Punjab Cricket Association IS Bindra Stadium (Mohali, Chandigarh)",Punjab Kings,Chennai Super Kings,Chennai Super Kings,0,0.0,0.0,0.0,0,0.0,0.0,0.5875,-0.5875,0.3825268692451662,-0.3825268692451662,2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013_13th,2013-04-11,2013,Maharashtra Cricket Association Stadium (Pune),Rajasthan Royals,Pune Warriors,Pune Warriors,0,0.5342465753424658,0.6514734616194939,3.0,0,0.0,0.0,0.25806451612903225,0.27618205921343353,0.010100668522272597,0.6413727930972213,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
